Depth,5-day Biochemical Oxygen Demand (mg/L),Ammonia Nitrogen (mg/L),Chlorophyll-a (μg/L),Dissolved Oxygen (%saturation),E. coli (cfu/100mL),Faecal Coliforms (cfu/100mL),Nitrite Nitrogen (mg/L),Nitrate Nitrogen (mg/L),Orthophosphate Phosphorus (mg/L),Phaeo-pigments (μg/L),Salinity (psu),Silica (mg/L),Secchi Disc Depth (M),Suspended Solids (mg/L),Temperature (°C),Total Inorganic Nitrogen (mg/L),Total Kjeldahl Nitrogen (mg/L),Total Nitrogen (mg/L),Total Phosphorus (mg/L),Turbidity (NTU),Unionised Ammonia (mg/L),Volatile Suspended Solids (mg/L),label
2,1.3,0.19,0.9,53.0,1000.0,1100,0.014,0.038,0.019,0.8,31.4,1.2,1.7,10.0,28.1,0.24,0.26,0.31,0.04,7.0,0.027,2.5,good for marine life
0,1.5,0.15,1.4,75.0,800.0,900,0.012,0.027,0.016,0.2,32.4,0.75,1.4,5.0,27.5,0.19,0.26,0.3,0.03,5.0,0.023,1.0,good for marine life
1,1.5,0.13,1.2,74.0,1200.0,1300,0.012,0.024,0.02,0.5,32.4,0.82,1.4,7.0,27.4,0.17,0.31,0.35,0.03,3.5,0.02,1.5,good for marine life
2,1.6,0.087,0.8,71.0,400.0,500,0.011,0.031,0.017,0.6,32.4,0.79,1.4,5.0,27.4,0.13,0.16,0.2,0.02,4.0,0.013,0.5,good for marine life
0,0.3,0.21,1.5,63.0,500.0,500,0.03,0.068,0.047,0.2,32.5,1.3,2.4,4.5,25.7,0.31,0.48,0.58,0.09,4.5,0.023,1.5,good for marine life
1,0.4,0.19,0.8,66.0,200.0,300,0.027,0.075,0.05,0.5,32.4,1.2,2.4,5.0,25.5,0.29,0.51,0.61,0.06,4.4,0.023,1.5,good for marine life
2,0.2,0.14,0.2,68.0,600.0,600,0.025,0.061,0.025,1.3,32.5,1.2,2.4,7.5,25.4,0.23,0.45,0.54,0.07,6.7,0.017,1.5,good for marine life
0,0.5,0.29,3.5,61.0,4500.0,4700,0.026,0.08,0.035,1.2,31.8,0.23,2.1,5.0,25.0,0.4,0.55,0.66,0.07,4.0,0.032,1.5,good for marine life
1,0.6,0.28,3.2,62.0,3300.0,3400,0.023,0.075,0.038,0.8,31.8,0.29,2.1,4.5,25.0,0.38,0.59,0.69,0.07,6.3,0.031,1.5,good for marine life
2,0.5,0.29,2.8,64.0,6000.0,6200,0.024,0.089,0.038,1.7,31.9,0.26,2.1,4.5,24.9,0.4,0.63,0.74,0.06,6.5,0.033,1.5,good for marine life
0,1.3,0.18,4.9,63.0,2700.0,2900,0.011,0.04,0.05,1.0,31.5,0.42,2.6,3.0,23.6,0.23,0.66,0.71,0.08,4.8,0.015,1.5,good for marine life
1,0.9,0.32,4.0,63.0,2000.0,2000,0.012,0.044,0.047,0.5,31.5,0.43,2.6,4.0,23.5,0.38,0.61,0.67,0.07,3.5,0.026,2.0,good for marine life
2,0.2,0.2,2.6,64.0,900.0,900,0.011,0.043,0.028,1.9,31.7,0.74,2.6,14.0,23.4,0.25,0.47,0.52,0.06,11.0,0.017,2.0,good for marine life
0,2,0.38,1.8,54.0,5200.0,5600,0.027,0.058,0.07,0.9,31.3,0.83,2.0,3.0,20.9,0.47,1.1,1.19,0.1,3.4,0.017,1.0,good for marine life
1,1.5,0.37,1.2,58.0,12000.0,12000,0.027,0.055,0.074,1.1,31.4,0.81,2.0,5.0,20.8,0.45,1.2,1.28,0.09,2.8,0.017,2.5,good for marine life
2,1,0.22,1.1,62.0,1800.0,1800,0.026,0.051,0.052,0.7,31.5,0.87,2.0,11.0,20.6,0.3,0.63,0.71,0.08,4.9,0.011,2.5,good for marine life
0,1.6,0.23,6.1,70.0,1600.0,1800,0.035,0.066,0.045,1.0,31.5,0.3,2.3,5.0,20.2,0.33,0.94,1.04,0.1,4.0,0.017,1.5,drinkable
1,1.7,0.23,5.9,74.0,4200.0,4900,0.032,0.061,0.04,2.5,31.6,0.25,2.3,18.0,19.9,0.32,1.0,1.09,0.07,4.1,0.017,4.0,drinkable
2,1.5,0.21,2.4,73.0,7500.0,7800,0.032,0.057,0.043,1.7,31.7,0.29,2.3,4.5,19.9,0.3,0.96,1.05,0.08,3.2,0.016,1.0,drinkable
0,0.9,0.27,1.4,65.0,4100.0,4500,0.019,0.062,0.042,0.2,31.6,0.97,1.8,2.0,18.2,0.35,0.81,0.89,0.08,3.2,0.012,1.5,drinkable
1,1,0.27,1.2,66.0,4700.0,5300,0.019,0.061,0.045,0.3,31.7,0.94,1.8,4.5,18.2,0.35,0.78,0.86,0.08,2.3,0.012,3.0,drinkable
2,1,0.27,1.0,64.0,3600.0,4200,0.019,0.062,0.047,0.7,31.7,1.0,1.8,4.0,18.1,0.35,0.71,0.79,0.06,2.1,0.012,2.5,good for marine life
0,1.3,0.3,3.0,53.0,3600.0,4000,0.021,0.086,0.058,0.6,31.2,1.4,1.5,3.5,18.4,0.41,0.66,0.77,0.1,3.6,0.01,2.0,good for marine life
1,1.2,0.28,2.4,50.0,4300.0,4700,0.02,0.082,0.05,1.4,31.2,1.1,1.5,9.0,18.2,0.38,0.66,0.76,0.08,3.8,0.01,5.0,good for marine life
2,1.4,0.35,2.1,56.0,9000.0,9000,0.022,0.08,0.058,1.1,31.3,1.1,1.5,5.0,18.1,0.45,0.72,0.82,0.1,4.1,0.013,2.5,good for marine life
0,5.5,0.12,0.6,68.0,2300.0,2400,0.016,0.073,0.034,0.2,30.7,0.98,1.5,3.5,16.7,0.21,0.56,0.65,0.05,2.8,0.006,0.5,drinkable
1,2.1,0.12,1.3,69.0,600.0,800,0.015,0.081,0.034,0.2,31.3,0.88,1.5,4.0,16.6,0.22,0.59,0.69,0.05,2.8,0.007,0.5,drinkable
2,0.7,0.093,0.7,72.0,300.0,300,0.016,0.07,0.02,0.2,31.4,0.98,1.5,2.0,16.6,0.18,0.59,0.68,0.05,2.0,0.006,0.5,drinkable
0,0.5,0.08,1.3,73.0,1100.0,1200,0.016,0.091,0.019,0.4,31.3,1.0,3.4,1.0,15.8,0.19,0.41,0.52,0.05,2.5,0.005,1.0,drinkable
1,0.4,0.076,0.7,69.0,1700.0,1700,0.016,0.095,0.019,1.0,31.3,0.99,3.4,3.5,15.7,0.19,0.41,0.52,0.05,3.2,0.005,1.5,drinkable
2,0.2,0.039,0.2,69.0,800.0,800,0.015,0.088,0.018,0.7,31.3,1.0,3.4,2.5,15.6,0.14,0.62,0.72,0.04,3.5,0.003,0.5,drinkable
0,0.9,0.17,0.5,103.0,3000.0,3100,0.012,0.085,0.037,0.2,28.7,0.94,2.2,1.0,18.2,0.27,0.38,0.48,0.06,3.2,0.022,0.5,good for marine life
1,0.8,0.11,0.5,99.0,1000.0,1100,0.01,0.088,0.027,0.2,28.8,0.93,2.2,3.5,18.1,0.21,0.34,0.44,0.06,3.1,0.015,1.0,good for marine life
2,0.9,0.098,0.8,97.0,2400.0,2500,0.009,0.084,0.026,0.2,28.9,0.89,2.2,2.5,18.1,0.19,0.34,0.43,0.05,2.8,0.014,1.0,good for marine life
0,0.7,0.16,0.5,69.0,200.0,200,0.011,0.13,0.034,0.8,31.2,1.1,1.8,7.0,16.5,0.3,0.52,0.66,0.08,2.4,0.014,3.0,good for marine life
1,0.8,0.14,0.8,64.0,800.0,800,0.13,0.083,0.026,0.2,31.5,1.2,1.8,0.5,16.1,0.35,0.39,0.6,0.06,2.6,0.014,0.5,good for marine life
2,0.7,0.1,0.3,66.0,400.0,500,0.012,0.06,0.027,0.5,31.5,0.98,1.8,2.5,16.1,0.17,0.36,0.43,0.05,2.2,0.01,1.0,good for marine life
0,0.8,0.077,5.6,104.0,200.0,300,0.01,0.078,0.024,1.3,31.7,0.45,2.4,2.5,18.0,0.17,0.5,0.59,0.18,3.7,0.01,0.5,good for marine life
1,1.2,0.045,5.1,88.0,600.0,600,0.009,0.061,0.019,1.5,31.7,0.47,2.4,2.5,17.6,0.12,0.44,0.51,0.05,2.0,0.006,1.0,good for marine life
2,0.8,0.035,1.9,86.0,100.0,100,0.009,0.15,0.015,2.4,31.7,0.53,2.4,2.0,17.4,0.19,0.31,0.47,0.04,2.4,0.004,0.5,good for marine life
0,0.3,0.2,0.8,61.0,1100.0,1100,0.011,0.049,0.032,0.2,31.6,0.54,2.4,2.0,20.1,0.26,0.64,0.7,0.05,2.2,0.009,0.5,good for marine life
1,0.1,0.16,0.3,68.0,1100.0,1100,0.011,0.088,0.026,0.7,32.2,0.52,2.4,2.0,19.4,0.26,0.51,0.61,0.05,2.3,0.009,0.5,drinkable
2,0.1,0.16,0.8,71.0,600.0,600,0.01,0.044,0.025,0.2,32.3,0.48,2.4,2.5,19.3,0.21,0.6,0.65,0.05,2.2,0.01,0.5,drinkable
0,0.9,0.12,0.5,73.0,2200.0,2500,0.008,0.064,0.002,0.2,32.2,0.64,2.6,4.0,20.0,0.19,0.43,0.5,0.03,4.5,0.008,3.5,drinkable
1,0.7,0.13,0.5,72.0,1000.0,1000,0.008,0.046,0.002,0.2,32.4,1.1,2.6,3.5,20.0,0.18,0.4,0.45,0.03,4.5,0.009,3.5,drinkable
2,0.5,0.12,0.5,74.0,1500.0,1500,0.006,0.036,0.002,0.2,32.4,0.84,2.6,4.0,20.0,0.16,0.38,0.42,0.03,4.8,0.008,4.0,drinkable
0,1.6,0.21,8.3,125.0,200.0,200,0.014,0.099,0.03,2.4,31.6,0.95,2.8,1.0,22.6,0.32,1.1,1.21,0.21,2.6,0.022,1.0,drinkable
1,1,0.21,5.6,76.0,300.0,400,0.013,0.096,0.029,1.9,32.1,0.84,2.8,1.5,21.5,0.32,0.91,1.02,0.18,3.0,0.023,1.0,drinkable
2,0.7,0.061,0.8,76.0,300.0,300,0.008,0.035,0.011,0.5,32.5,0.71,2.8,2.0,20.5,0.1,0.64,0.68,0.13,2.2,0.008,1.0,good for marine life
0,1.1,0.12,0.8,73.0,3300.0,3900,0.013,0.058,0.018,0.3,32.4,0.38,1.2,25.0,23.2,0.19,0.53,0.6,0.04,3.0,0.017,5.5,good for marine life
1,1,0.11,0.8,79.0,3100.0,3900,0.006,0.12,0.033,0.2,32.4,0.52,1.2,12.0,23.2,0.24,0.53,0.66,0.06,2.2,0.015,5.0,good for marine life
2,0.8,0.11,0.8,70.0,2400.0,2900,0.015,0.084,0.012,0.7,32.5,0.85,1.2,2.0,23.1,0.21,0.5,0.6,0.02,3.0,0.015,1.5,good for marine life
0,0.3,0.21,0.2,80.0,3000.0,3300,0.012,0.094,0.037,0.7,32.6,0.54,1.8,3.5,24.8,0.32,0.41,0.52,0.1,3.1,0.016,2.5,drinkable
1,0.2,0.22,0.2,75.0,300.0,300,0.012,0.047,0.034,0.7,32.7,0.61,1.8,15.0,24.6,0.28,0.48,0.54,0.08,3.2,0.017,6.0,drinkable
2,0.1,0.19,0.2,70.0,900.0,1000,0.012,0.039,0.025,0.4,32.7,0.57,1.8,2.0,24.5,0.24,0.42,0.47,0.06,4.2,0.015,1.0,drinkable
0,0.5,0.17,8.0,81.0,1100.0,2100,0.017,0.093,0.004,3.0,30.5,0.05,2.0,8.5,26.6,0.28,0.85,0.96,0.07,3.7,0.028,4.0,good for marine life
1,0.5,0.17,4.0,69.0,1800.0,2700,0.015,0.051,0.009,2.0,30.8,0.15,2.0,8.0,26.1,0.24,0.88,0.95,0.04,4.1,0.027,4.5,good for marine life
2,0.6,0.16,5.6,73.0,3600.0,4200,0.018,0.23,0.002,2.6,31.3,0.07,2.0,0.5,25.8,0.41,0.8,1.05,0.04,4.0,0.027,0.5,good for marine life
0,1.5,0.097,2.4,87.0,,200,0.019,0.05,0.002,2.6,30.5,0.08,2.0,1.5,27.3,0.17,0.77,0.84,0.1,3.7,0.019,0.5,good for marine life
1,1.1,0.079,5.9,64.0,2600.0,3300,0.02,0.052,0.002,5.2,33.3,0.35,2.0,2.0,25.1,0.15,0.62,0.69,0.04,3.5,0.013,0.5,good for marine life
2,0.9,0.062,0.8,62.0,1000.0,1200,0.002,0.026,0.004,1.1,33.6,0.67,2.0,3.0,24.7,0.09,0.48,0.51,0.08,5.7,0.011,2.0,good for marine life
0,0.3,0.13,0.3,69.0,2500.0,3800,0.02,0.12,0.03,0.2,29.3,1.2,3.0,2.5,25.9,0.27,0.38,0.52,0.06,2.7,0.014,1.5,good for marine life
1,0.4,0.14,0.3,60.0,3100.0,4000,0.021,0.18,0.032,0.2,30.1,1.2,3.0,3.0,25.3,0.34,0.44,0.64,0.07,2.6,0.014,2.0,good for marine life
2,0.6,0.14,0.2,57.0,3900.0,5600,0.019,0.098,0.033,0.2,30.0,1.1,3.0,7.5,25.4,0.26,0.48,0.6,0.07,2.8,0.014,2.5,good for marine life
0,0.9,0.13,1.9,68.0,4100.0,4900,0.032,0.071,0.037,1.9,30.1,0.76,5.0,2.5,26.4,0.23,0.68,0.78,0.08,2.3,0.014,1.0,good for marine life
1,0.8,0.12,2.4,65.0,4500.0,5200,0.023,0.069,0.028,0.6,30.2,0.69,5.0,3.5,26.3,0.21,0.61,0.7,0.06,2.5,0.013,1.5,good for marine life
2,1.1,0.1,2.4,77.0,6500.0,7600,0.022,0.1,0.026,2.1,30.4,0.59,5.0,1.5,26.4,0.22,0.69,0.81,0.08,1.7,0.012,0.5,drinkable
0,1.4,0.069,4.5,94.0,4400.0,5300,0.03,0.083,0.003,4.8,29.2,0.62,1.8,3.0,27.8,0.18,0.44,0.55,0.11,5.8,0.009,1.0,drinkable
1,1.5,0.098,2.7,67.0,6900.0,7200,0.03,0.002,0.006,5.0,30.0,0.72,1.8,6.5,27.2,0.13,0.46,0.49,0.05,6.2,0.011,1.5,good for marine life
2,1.4,0.12,2.9,66.0,2800.0,5500,0.03,0.064,0.019,3.2,30.2,0.72,1.8,4.5,27.1,0.21,0.52,0.61,0.04,7.0,0.013,1.0,good for marine life
0,0.3,0.18,0.8,53.0,3500.0,3600,0.022,0.041,0.03,0.2,32.9,0.99,1.2,4.0,25.2,0.24,0.67,0.73,0.08,3.2,0.011,1.0,good for marine life
1,0.3,0.19,0.3,47.0,4100.0,4900,0.02,0.048,0.051,0.3,32.9,1.0,1.2,5.0,25.1,0.26,0.57,0.64,0.07,2.7,0.013,1.5,good for marine life
2,0.3,0.2,0.3,47.0,4400.0,4900,0.019,0.048,0.03,0.5,32.9,1.0,1.2,3.0,25.0,0.27,0.58,0.65,0.06,2.0,0.003,1.5,good for marine life
0,2.2,0.18,9.0,66.0,3900.0,4100,0.029,0.065,0.025,3.1,31.6,0.21,1.2,12.0,28.0,0.27,0.69,0.78,0.05,10.0,0.017,2.5,good for marine life
1,1.8,0.19,12.0,60.0,3900.0,4800,0.029,0.06,0.032,4.2,31.6,0.29,1.2,10.0,27.9,0.28,0.91,1.0,0.09,10.5,0.014,2.0,good for marine life
2,1.7,0.21,5.9,54.0,5500.0,6500,0.031,0.072,0.038,7.2,31.7,0.5,1.2,25.0,27.9,0.31,0.86,0.96,0.1,19.5,0.016,5.5,good for marine life
0,1.2,0.13,5.9,61.0,3500.0,3600,0.03,0.067,0.04,4.2,32.1,0.26,1.6,10.0,27.5,0.23,0.91,1.01,0.2,10.8,0.012,1.5,good for marine life
1,1.1,0.1,3.8,64.0,4000.0,4200,0.029,0.065,0.003,5.7,32.2,0.21,1.6,12.0,27.5,0.19,0.82,0.91,0.25,16.3,0.009,1.5,good for marine life
2,1.1,0.091,2.9,64.0,3800.0,4300,0.024,0.054,0.003,6.4,32.3,0.24,1.6,15.0,27.6,0.17,0.88,0.96,0.14,22.2,0.009,2.0,good for marine life
0,1.8,0.14,2.4,70.0,6300.0,7900,0.011,0.032,0.032,0.6,31.7,0.4,1.6,2.5,28.6,0.18,0.97,1.01,0.18,5.0,0.011,0.5,good for marine life
1,1.8,0.14,2.0,62.0,8500.0,9500,0.012,0.026,0.03,0.9,31.8,0.33,1.6,6.0,28.5,0.18,0.78,0.82,0.43,6.1,0.012,1.0,good for marine life
2,1.3,0.14,1.1,57.0,5300.0,6800,0.011,0.025,0.031,1.5,31.8,0.37,1.6,5.5,28.4,0.18,1.0,1.04,0.11,4.5,0.011,1.0,good for marine life
0,0.8,0.19,4.0,80.0,2400.0,2600,0.015,0.021,0.025,0.5,31.4,0.46,1.8,5.0,26.7,0.23,0.81,0.85,0.05,10.0,0.009,1.5,drinkable
1,0.7,0.19,2.9,69.0,2800.0,3700,0.017,0.026,0.023,0.4,31.8,0.49,1.8,7.0,26.7,0.23,0.78,0.82,0.04,6.3,0.01,2.0,good for marine life
2,0.5,0.19,1.9,67.0,3600.0,4300,0.027,0.045,0.042,0.2,31.9,0.54,1.8,9.0,26.6,0.26,0.75,0.82,0.07,12.0,0.01,2.0,good for marine life
0,1.2,0.11,2.7,87.0,600.0,770,0.014,0.026,0.031,2.2,31.9,0.47,2.4,3.5,25.1,0.15,0.68,0.72,0.08,5.8,0.005,0.5,drinkable
1,1.3,0.11,5.6,86.0,1000.0,1600,0.013,0.028,0.028,0.7,32.0,0.54,2.4,4.5,25.1,0.15,0.69,0.73,0.08,6.5,0.005,0.5,drinkable
2,1.5,0.12,4.3,86.0,1000.0,1300,0.016,0.034,0.029,0.6,32.0,0.48,2.4,4.5,25.1,0.17,0.66,0.71,0.07,2.8,0.005,0.5,drinkable
0,0.3,0.39,0.5,59.0,3800.0,3800,0.017,0.043,0.059,0.2,31.3,0.67,2.0,3.0,23.7,0.45,0.99,1.05,0.11,2.3,0.008,1.5,good for marine life
1,0.3,0.31,0.3,58.0,4000.0,4400,0.01,0.039,0.049,0.5,31.9,0.61,2.0,3.5,23.5,0.36,0.82,0.87,0.1,5.1,0.008,1.0,good for marine life
2,0.6,0.29,0.2,60.0,3700.0,4100,0.01,0.033,0.046,0.6,32.0,0.59,2.0,2.5,23.4,0.33,0.82,0.86,0.08,3.8,0.008,0.5,good for marine life
0,0.9,0.22,1.6,69.0,3700.0,3700,0.022,0.05,0.05,0.2,32.0,1.1,2.9,6.5,22.7,0.29,0.66,0.73,0.08,8.2,0.006,0.5,drinkable
1,1,0.17,0.8,67.0,1300.0,1500,0.023,0.048,0.038,0.7,32.2,1.0,2.9,7.5,22.6,0.24,0.64,0.71,0.06,12.3,0.005,0.5,drinkable
2,0.7,0.17,0.5,66.0,1600.0,1900,0.021,0.047,0.039,1.3,32.2,1.0,2.9,11.0,22.6,0.24,0.63,0.7,0.07,15.1,0.005,1.5,drinkable
0,4.2,0.21,4.5,85.0,4900.0,5000,0.018,0.018,0.042,5.9,32.5,0.24,2.0,1.0,19.8,0.25,0.43,0.47,0.05,6.9,0.007,0.5,drinkable
1,1.9,0.16,2.7,81.0,4900.0,4900,0.016,0.014,0.035,4.1,32.7,0.22,2.0,2.5,19.5,0.19,0.63,0.66,0.03,5.3,0.006,1.0,drinkable
2,3.1,0.12,2.1,92.0,800.0,1100,0.015,0.013,0.029,2.3,32.8,0.22,2.0,8.0,19.4,0.15,0.51,0.54,0.04,4.3,0.004,4.5,drinkable
0,0.5,0.13,0.5,74.0,1500.0,1700,0.014,0.023,0.026,0.6,32.7,0.78,2.0,3.0,19.2,0.17,0.33,0.37,0.09,3.5,0.003,0.5,drinkable
1,0.5,0.12,0.8,78.0,900.0,1200,0.011,0.021,0.023,1.4,32.8,0.78,2.0,13.0,19.1,0.15,0.4,0.43,0.07,3.2,0.003,12.0,drinkable
2,0.5,0.11,0.5,77.0,400.0,500,0.009,0.019,0.021,0.8,32.8,0.72,2.0,5.5,19.1,0.14,0.36,0.39,0.07,3.3,0.003,3.5,drinkable
0,0.7,0.12,0.8,89.0,400.0,400,0.015,0.039,0.029,0.3,32.4,1.1,2.0,9.5,17.3,0.17,0.41,0.46,0.08,11.5,0.003,0.5,drinkable
1,0.6,0.11,0.8,88.0,600.0,800,0.016,0.037,0.025,0.2,32.4,1.0,2.0,3.5,17.4,0.16,0.46,0.51,0.06,8.1,0.003,1.0,drinkable
2,0.5,0.11,0.8,116.0,400.0,600,0.015,0.045,0.028,0.2,32.5,1.0,2.0,1.5,17.1,0.17,0.38,0.44,0.07,13.0,0.003,1.0,drinkable
0,0.8,0.13,0.5,149.0,2900.0,3300,0.035,0.037,0.041,0.4,32.4,1.0,1.9,7.0,16.0,0.2,0.85,0.92,0.05,4.2,0.003,1.5,drinkable
1,0.7,0.097,0.3,138.0,4300.0,5100,0.038,0.033,0.037,0.7,32.5,1.0,1.9,10.0,16.1,0.17,0.83,0.9,0.04,4.2,0.002,5.0,drinkable
2,0.8,0.1,0.3,187.0,2600.0,4000,0.034,0.032,0.036,0.9,32.3,1.0,1.9,4.0,15.7,0.17,0.8,0.87,0.05,5.1,0.002,1.5,drinkable
0,0.7,0.66,0.2,53.0,2900.0,3700,0.023,0.072,0.058,0.2,,1.1,1.8,5.0,,0.76,0.74,0.84,0.06,2.9,,2.0,non consumable
1,0.8,0.65,0.8,66.0,2900.0,3400,0.021,0.071,0.053,0.2,32.2,1.1,1.8,3.0,17.5,0.74,0.81,0.9,0.06,2.6,0.014,1.5,drinkable
2,0.5,0.67,0.3,64.0,900.0,900,0.022,0.072,0.055,0.2,32.2,1.1,1.8,2.5,17.5,0.76,0.68,0.77,0.07,3.4,0.015,2.0,drinkable
0,0.9,0.27,2.7,112.0,18000.0,19000,0.01,0.052,0.036,0.2,,0.67,2.5,3.0,17.1,0.33,0.61,0.67,0.07,2.8,,0.5,drinkable
1,0.6,0.26,2.4,78.0,5400.0,5700,0.009,0.05,0.03,0.2,,0.66,2.5,1.5,17.0,0.32,0.56,0.62,0.06,2.6,,1.0,drinkable
2,0.5,0.26,2.4,74.0,5200.0,5400,0.009,0.051,0.033,0.2,,0.65,2.5,3.0,17.0,0.32,0.62,0.68,0.05,2.9,,1.0,drinkable
0,0.7,0.33,0.3,94.0,4200.0,5200,0.031,0.094,0.062,0.3,31.4,0.99,1.8,1.5,16.5,0.46,2.2,2.33,0.08,2.6,0.007,1.5,drinkable
1,0.7,0.35,0.5,85.0,5800.0,5800,0.045,0.1,0.059,0.2,31.4,0.98,1.8,2.5,16.3,0.5,2.2,2.35,0.08,3.3,0.007,1.5,drinkable
2,0.7,0.28,0.3,114.0,6300.0,6800,0.042,0.095,0.055,0.5,31.5,0.95,1.8,4.5,16.0,0.42,1.9,2.04,0.08,5.8,0.005,2.0,drinkable
0,0.8,0.42,1.6,85.0,3900.0,4400,0.013,0.077,0.075,1.6,32.5,0.88,2.0,9.5,19.6,0.51,2.7,2.79,0.11,3.1,0.01,2.0,drinkable
1,0.7,0.35,0.3,51.0,7000.0,7000,0.012,0.063,0.068,0.7,32.4,0.8,2.0,11.0,19.5,0.43,2.5,2.58,0.1,4.0,0.008,0.5,good for marine life
2,1,0.37,0.5,50.0,14000.0,18000,0.012,0.062,0.075,0.8,32.4,0.79,2.0,3.5,19.5,0.44,2.7,2.77,0.11,3.1,0.009,1.5,good for marine life
0,0.7,0.11,0.5,76.0,3800.0,5000,0.011,0.034,0.051,0.2,32.9,0.71,2.0,4.5,19.7,0.16,0.99,1.04,0.08,3.0,0.003,1.0,drinkable
1,0.6,0.13,0.3,69.0,2900.0,3800,0.01,0.036,0.047,0.9,33.0,0.71,2.0,5.5,19.6,0.18,0.71,0.76,0.07,3.9,0.003,3.5,drinkable
2,0.5,0.13,0.8,68.0,3600.0,4100,0.01,0.035,0.047,0.2,33.1,0.7,2.0,5.5,19.5,0.18,0.73,0.78,0.08,3.5,0.003,1.0,drinkable
0,0.6,0.41,2.0,61.0,4000.0,4600,0.014,0.07,0.055,0.3,32.3,0.73,1.4,12.0,21.7,0.49,0.81,0.89,0.1,5.5,0.013,2.5,good for marine life
1,0.7,0.18,1.3,58.0,8000.0,8000,0.014,0.06,0.054,1.1,32.7,0.66,1.4,10.0,21.2,0.25,0.96,1.03,0.09,7.3,0.005,2.5,good for marine life
2,0.7,0.2,1.3,57.0,15000.0,21000,0.014,0.057,0.054,1.5,32.8,0.63,1.4,9.0,21.2,0.27,0.58,0.65,0.09,6.3,0.006,2.5,good for marine life
0,1.1,0.466,0.3,46.0,31000.0,37000,0.036,0.053,0.084,0.5,30.5,0.81,1.5,1.5,23.6,0.56,0.74,0.83,0.1,5.4,0.014,0.5,good for marine life
1,0.8,0.424,0.5,43.0,11000.0,12000,0.04,0.053,0.076,0.4,32.7,0.72,1.5,1.0,23.3,0.52,0.84,0.93,0.12,3.6,0.013,0.5,good for marine life
2,0.7,0.39,0.3,46.0,6800.0,6800,0.042,0.052,0.07,0.7,32.9,0.68,1.5,1.5,23.2,0.48,0.73,0.82,0.1,6.2,0.012,1.0,good for marine life
0,1.6,0.195,2.7,77.0,6000.0,6400,0.007,0.047,0.038,5.0,31.3,0.17,2.3,2.0,24.8,0.25,0.65,0.7,0.08,1.1,0.012,1.0,drinkable
1,1.5,0.178,0.5,77.0,3500.0,5100,0.007,0.037,0.03,3.8,31.4,0.14,2.3,7.0,24.7,0.22,0.61,0.65,0.1,1.8,0.012,2.5,drinkable
2,1.4,0.171,1.3,65.0,3900.0,5500,0.008,0.034,0.032,3.2,31.6,0.18,2.3,3.5,24.4,0.21,0.51,0.55,0.11,2.5,0.01,1.0,good for marine life
0,1.2,0.327,0.2,52.0,4400.0,5100,0.021,0.166,0.058,2.1,27.9,1.21,2.2,3.0,25.1,0.51,0.35,0.54,0.06,1.9,0.012,1.5,good for marine life
1,1,0.368,0.5,47.0,8000.0,8000,0.022,0.154,0.06,1.5,28.3,1.17,2.2,7.0,25.0,0.54,0.38,0.56,0.06,2.4,0.013,2.0,good for marine life
2,0.9,0.356,0.7,42.0,3800.0,5900,0.024,0.147,0.056,0.6,28.6,1.14,2.2,4.5,27.9,0.53,0.36,0.53,0.06,1.8,0.015,1.0,non consumable
0,1.7,0.193,2.1,50.0,29000.0,36000,0.04,0.115,0.041,3.8,30.6,0.36,2.0,1.0,23.6,0.35,0.77,0.93,0.1,2.9,0.007,0.5,good for marine life
1,1.5,0.221,0.8,48.0,4200.0,4500,0.038,0.097,0.04,4.2,30.9,0.35,2.0,4.0,23.6,0.36,0.73,0.87,0.09,2.7,0.007,0.5,good for marine life
2,1.3,0.222,0.3,51.0,4800.0,5800,0.041,0.089,0.044,2.9,31.0,0.35,2.0,3.0,23.6,0.35,0.78,0.91,0.09,2.9,0.008,1.0,good for marine life
0,3.1,0.177,8.5,117.0,2600.0,2900,0.033,0.188,0.024,18.0,25.1,0.28,1.4,8.0,25.5,0.4,0.57,0.79,0.08,3.6,0.025,1.5,drinkable
1,2,0.197,6.7,62.0,3200.0,5100,0.036,0.185,0.026,16.0,28.6,0.18,1.4,8.5,22.8,0.42,0.53,0.75,0.09,5.3,0.02,1.5,good for marine life
2,2.4,0.195,6.9,42.0,4000.0,5400,0.036,0.183,0.03,15.0,33.0,0.1,1.4,8.0,20.9,0.41,0.5,0.72,0.09,3.8,0.017,1.0,good for marine life
0,1.9,0.242,1.6,101.0,2800.0,3100,0.069,0.149,0.028,4.4,26.4,0.19,1.6,4.5,25.0,0.46,0.28,0.5,0.28,5.9,0.028,1.0,drinkable
1,0.9,0.268,0.2,39.0,7000.0,7000,0.062,0.098,0.043,2.1,32.3,0.83,1.6,5.5,20.3,0.43,0.64,0.8,0.11,4.5,0.011,1.0,non consumable
2,0.7,0.181,0.5,37.0,2600.0,2800,0.019,0.102,0.029,4.3,33.6,0.91,1.6,22.0,19.1,0.3,0.51,0.63,0.11,12.0,0.007,3.0,non consumable
0,0.6,0.451,0.3,40.0,4700.0,5100,0.092,0.076,0.072,1.2,30.3,1.27,1.2,6.0,24.2,0.62,0.69,0.86,0.08,6.9,0.004,1.0,non consumable
1,0.4,0.436,0.3,35.0,14000.0,14000,0.094,0.071,0.064,1.0,30.7,1.1,1.2,8.5,24.1,0.6,0.74,0.91,0.09,7.5,0.013,1.5,non consumable
